site,Trap,latitude,longitude,Year,date,GPaphid,BLH
MV-12,A,37.61647,-106.04654,2023,6/23/2023,0,1
MV-14,A,37.60534,-106.01899,2023,6/23/2023,0,0
MV-16,A,37.63171,-105.93048,2023,6/23/2023,0,0
Mosca,A,37.64902,-105.88987,2023,6/23/2023,0,0
E-51,A,37.80719,-106.07557,2023,6/30/2023,0,1
E-54,A,37.80713,-106.0193,2023,6/30/2023,0,0
E-60,A,37.80608,-105.90836,2023,6/30/2023,0,0
C-1,A,37.76157,-106.2118,2023,6/30/2023,0,0
C-3,A,37.76156,-106.1914,2023,6/30/2023,0,0
C-5,A,37.76211,-106.13142,2023,6/30/2023,0,0
C-7,A,37.76197,-106.10181,2023,6/30/2023,0,0
C-9,A,37.76196,-106.05859,2023,6/30/2023,0,0
C-11,A,37.7637,-106.01477,2023,6/30/2023,0,1
C-13,A,37.74855,-105.92827,2023,6/30/2023,0,0
Hooper,A,37.75014,-105.89846,2023,6/30/2023,0,0
RS-1,A,37.70577,-106.14674,2023,6/30/2023,0,0
8-1,A,37.68887,-106.22063,2023,6/30/2023,0,0
8-3,A,37.69127,-106.18399,2023,6/30/2023,0,0
8-5,A,37.69142,-106.15042,2023,6/30/2023,0,0
8-7,A,37.69646,-106.08312,2023,6/30/2023,0,0
8-9,A,37.68874,-106.07336,2023,6/30/2023,0,0
8-11,A,37.68908,-106.03678,2023,6/30/2023,0,0
8-13,A,37.68901,-106.00354,2023,6/30/2023,0,0
8-15,A,37.69235,-105.9264,2023,6/30/2023,0,0
MV-2,A,37.64865,-106.21451,2023,6/30/2023,0,0
MV-4,A,37.63146,-106.17496,2023,6/30/2023,0,0
MV-6,A,37.61977,-106.15104,2023,6/30/2023,0,1
MV-8,A,37.61935,-106.11392,2023,6/30/2023,0,0
MV-10,A,37.61612,-106.07407,2023,6/30/2023,0,0
MV-12,A,37.61647,-106.04654,2023,6/30/2023,0,0
MV-14,A,37.60534,-106.01899,2023,6/30/2023,0,0
MV-16,A,37.63171,-105.93048,2023,6/30/2023,0,0
Mosca,A,37.64902,-105.88987,2023,6/30/2023,0,0
E-51,A,37.80719,-106.07557,2023,7/7/2023,0,0
E-54,A,37.80713,-106.0193,2023,7/7/2023,0,0
E-60,A,37.80608,-105.90836,2023,7/7/2023,0,0
C-1,A,37.76157,-106.2118,2023,7/7/2023,0,0
C-3,A,37.76156,-106.1914,2023,7/7/2023,0,1
C-5,A,37.76211,-106.13142,2023,7/7/2023,0,1
C-7,A,37.76197,-106.10181,2023,7/7/2023,0,0
C-9,A,37.76196,-106.05859,2023,7/7/2023,0,0
C-11,A,37.7637,-106.01477,2023,7/7/2023,0,0
C-13,A,37.74855,-105.92827,2023,7/7/2023,,
Hooper,A,37.75014,-105.89846,2023,7/7/2023,0,0
RS-1,A,37.70577,-106.14674,2023,7/7/2023,0,0
8-1,A,37.68887,-106.22063,2023,7/7/2023,0,2
8-3,A,37.69127,-106.18399,2023,7/7/2023,0,0
8-5,A,37.69142,-106.15042,2023,7/7/2023,0,0
8-7,A,37.69646,-106.08312,2023,7/7/2023,0,0
8-9,A,37.68874,-106.07336,2023,7/7/2023,0,0
8-11,A,37.68908,-106.03678,2023,7/7/2023,0,0
8-13,A,37.68901,-106.00354,2023,7/7/2023,0,0
8-15,A,37.69235,-105.9264,2023,7/7/2023,0,0
MV-2,A,37.64865,-106.21451,2023,7/7/2023,0,0
MV-4,A,37.63146,-106.17496,2023,7/7/2023,,
MV-6,A,37.61977,-106.15104,2023,7/7/2023,0,0
MV-8,A,37.61935,-106.11392,2023,7/7/2023,0,0
MV-10,A,37.61612,-106.07407,2023,7/7/2023,0,1
MV-12,A,37.61647,-106.04654,2023,7/7/2023,0,0
MV-14,A,37.60534,-106.01899,2023,7/7/2023,0,1
MV-16,A,37.63171,-105.93048,2023,7/7/2023,0,10
Mosca,A,37.64902,-105.88987,2023,7/7/2023,0,5
E-51,A,37.80719,-106.07557,2023,7/14/2023,1,0
E-54,A,37.80713,-106.0193,2023,7/14/2023,0,0
E-60,A,37.80608,-105.90836,2023,7/14/2023,0,0
C-1,A,37.76157,-106.2118,2023,7/14/2023,1,0
C-3,A,37.76156,-106.1914,2023,7/14/2023,0,0
C-5,A,37.76211,-106.13142,2023,7/14/2023,0,0
C-7,A,37.76197,-106.10181,2023,7/14/2023,0,0
C-9,A,37.76196,-106.05859,2023,7/14/2023,0,0
C-11,A,37.7637,-106.01477,2023,7/14/2023,0,0
C-13,A,37.74855,-105.92827,2023,7/14/2023,0,0
Hooper,A,37.75014,-105.89846,2023,7/14/2023,0,0
RS-1,A,37.70577,-106.14674,2023,7/14/2023,0,0
8-1,A,37.68887,-106.22063,2023,7/14/2023,0,0
8-3,A,37.69127,-106.18399,2023,7/14/2023,0,0
8-5,A,37.69142,-106.15042,2023,7/14/2023,0,0
8-7,A,37.69646,-106.08312,2023,7/14/2023,0,1
8-9,A,37.68874,-106.07336,2023,7/14/2023,0,0
8-11,A,37.68908,-106.03678,2023,7/14/2023,1,1
8-13,A,37.68901,-106.00354,2023,7/14/2023,0,0
8-15,A,37.69235,-105.9264,2023,7/14/2023,0,2
MV-2,A,37.64865,-106.21451,2023,7/14/2023,0,0
MV-4,A,37.63146,-106.17496,2023,7/14/2023,0,0
MV-6,A,37.61977,-106.15104,2023,7/14/2023,0,0
MV-8,A,37.61935,-106.11392,2023,7/14/2023,0,0
MV-10,A,37.61612,-106.07407,2023,7/14/2023,0,1
MV-12,A,37.61647,-106.04654,2023,7/14/2023,0,0
MV-14,A,37.60534,-106.01899,2023,7/14/2023,0,0
MV-16,A,37.63171,-105.93048,2023,7/14/2023,1,0
Mosca,A,37.64902,-105.88987,2023,7/14/2023,0,0
8-0 S,A,37.68949,-106.26061,2023,7/14/2023,0,3
MV-0,A,37.64498,-106.24933,2023,7/14/2023,0,3
E-51,A,37.80719,-106.07557,2023,7/21/2023,0,0
E-54,A,37.80713,-106.0193,2023,7/21/2023,0,0
E-60,A,37.80608,-105.90836,2023,7/21/2023,0,0
C-1,A,37.76157,-106.2118,2023,7/21/2023,0,0
C-3,A,37.76156,-106.1914,2023,7/21/2023,2,0
C-5,A,37.76211,-106.13142,2023,7/21/2023,0,0
C-7,A,37.76197,-106.10181,2023,7/21/2023,0,0
C-9,A,37.76196,-106.05859,2023,7/21/2023,0,0
C-11,A,37.7637,-106.01477,2023,7/21/2023,0,1
C-13,A,37.74855,-105.92827,2023,7/21/2023,0,0
Hooper,A,37.75014,-105.89846,2023,7/21/2023,0,0
RS-1,A,37.70577,-106.14674,2023,7/21/2023,0,0
8-1,A,37.68887,-106.22063,2023,7/21/2023,0,0
8-3,A,37.69127,-106.18399,2023,7/21/2023,0,0
8-5,A,37.69142,-106.15042,2023,7/21/2023,0,1
8-7,A,37.69646,-106.08312,2023,7/21/2023,2,1
8-9,A,37.68874,-106.07336,2023,7/21/2023,0,1
8-11,A,37.68908,-106.03678,2023,7/21/2023,1,0
8-13,A,37.68901,-106.00354,2023,7/21/2023,0,0
8-15,A,37.69235,-105.9264,2023,7/21/2023,0,1
MV-2,A,37.64865,-106.21451,2023,7/21/2023,0,0
MV-4,A,37.63146,-106.17496,2023,7/21/2023,0,0
MV-6,A,37.61977,-106.15104,2023,7/21/2023,1,0
MV-8,A,37.61935,-106.11392,2023,7/21/2023,0,0
MV-10,A,37.61612,-106.07407,2023,7/21/2023,0,1
MV-12,A,37.61647,-106.04654,2023,7/21/2023,0,5
MV-14,A,37.60534,-106.01899,2023,7/21/2023,0,4
MV-16,A,37.63171,-105.93048,2023,7/21/2023,1,3
Mosca,A,37.64902,-105.88987,2023,7/21/2023,0,0
C-0,A,37.76421,-106.23275,2023,7/21/2023,0,0
8-0 S,A,37.68949,-106.26061,2023,7/21/2023,0,2
MV-0,A,37.64498,-106.24933,2023,7/21/2023,0,0
E-51,A,37.80719,-106.07557,2023,7/28/2023,0,1
E-54,A,37.80713,-106.0193,2023,7/28/2023,1,0
E-60,A,37.80608,-105.90836,2023,7/28/2023,1,4
C-1,A,37.76157,-106.2118,2023,7/28/2023,2,2
C-3,A,37.76156,-106.1914,2023,7/28/2023,0,1
C-5,A,37.76211,-106.13142,2023,7/28/2023,0,1
C-7,A,37.76197,-106.10181,2023,7/28/2023,0,1
C-9,A,37.76196,-106.05859,2023,7/28/2023,0,0
C-11,A,37.7637,-106.01477,2023,7/28/2023,0,1
C-13,A,37.74855,-105.92827,2023,7/28/2023,0,2
Hooper,A,37.75014,-105.89846,2023,7/28/2023,0,4
RS-1,A,37.70577,-106.14674,2023,7/28/2023,2,3
8-1,A,37.68887,-106.22063,2023,7/28/2023,0,3
8-3,A,37.69127,-106.18399,2023,7/28/2023,0,1
8-5,A,37.69142,-106.15042,2023,7/28/2023,0,2
8-7,A,37.69646,-106.08312,2023,7/28/2023,1,3
8-9,A,37.68874,-106.07336,2023,7/28/2023,0,1
8-11,A,37.68908,-106.03678,2023,7/28/2023,1,4
8-13,A,37.68901,-106.00354,2023,7/28/2023,0,2
8-15,A,37.69235,-105.9264,2023,7/28/2023,0,1
MV-2,A,37.64865,-106.21451,2023,7/28/2023,6,0
MV-4,A,37.63146,-106.17496,2023,7/28/2023,0,2
MV-6,A,37.61977,-106.15104,2023,7/28/2023,0,0
MV-8,A,37.61935,-106.11392,2023,7/28/2023,1,1
MV-10,A,37.61612,-106.07407,2023,7/28/2023,1,1
MV-12,A,37.61647,-106.04654,2023,7/28/2023,2,15
MV-14,A,37.60534,-106.01899,2023,7/28/2023,0,4
MV-16,A,37.63171,-105.93048,2023,7/28/2023,2,3
Mosca,A,37.64902,-105.88987,2023,7/28/2023,1,9
C-0,A,37.76421,-106.23275,2023,7/28/2023,0,6
8-0,A,37.68949,-106.26061,2023,7/28/2023,3,3
MV-0,A,37.64498,-106.24933,2023,7/28/2023,0,0
E-51,A,37.80719,-106.07557,2023,8/4/2023,2,1
E-54,A,37.80713,-106.0193,2023,8/4/2023,2,0
E-60,A,37.80608,-105.90836,2023,8/4/2023,1,1
C-1,A,37.76157,-106.2118,2023,8/4/2023,7,0
C-3,A,37.76156,-106.1914,2023,8/4/2023,0,1
C-5,A,37.76211,-106.13142,2023,8/4/2023,0,0
C-7,A,37.76197,-106.10181,2023,8/4/2023,0,3
C-9,A,37.76196,-106.05859,2023,8/4/2023,0,0
C-11,A,37.7637,-106.01477,2023,8/4/2023,0,1
C-13,A,37.74855,-105.92827,2023,8/4/2023,5,0
Hooper,A,37.75014,-105.89846,2023,8/4/2023,0,4
RS-1,A,37.70577,-106.14674,2023,8/4/2023,0,2
8-1,A,37.68887,-106.22063,2023,8/4/2023,1,1
8-3,A,37.69127,-106.18399,2023,8/4/2023,0,0
8-5,A,37.69142,-106.15042,2023,8/4/2023,0,4
8-7,A,37.69646,-106.08312,2023,8/4/2023,0,3
8-9,A,37.68874,-106.07336,2023,8/4/2023,5,6
8-11,A,37.68908,-106.03678,2023,8/4/2023,1,3
8-13,A,37.68901,-106.00354,2023,8/4/2023,0,0
8-15,A,37.69235,-105.9264,2023,8/4/2023,1,5
MV-2,A,37.64865,-106.21451,2023,8/4/2023,85,0
MV-4,A,37.63146,-106.17496,2023,8/4/2023,19,10
MV-6,A,37.61977,-106.15104,2023,8/4/2023,2,2
MV-8,A,37.61935,-106.11392,2023,8/4/2023,1,1
MV-10,A,37.61612,-106.07407,2023,8/4/2023,3,1
MV-12,A,37.61647,-106.04654,2023,8/4/2023,8,14
MV-14,A,37.60534,-106.01899,2023,8/4/2023,1,1
MV-16,A,37.63171,-105.93048,2023,8/4/2023,0,12
Mosca,A,37.64902,-105.88987,2023,8/4/2023,5,38
C-0,A,37.76421,-106.23275,2023,8/4/2023,0,0
8-0 S,A,37.68949,-106.26061,2023,8/4/2023,2,12
MV-0,A,37.64498,-106.24933,2023,8/4/2023,0,0
E-51,A,37.80719,-106.07557,2023,8/11/2023,2,0
E-54,A,37.80713,-106.0193,2023,8/11/2023,0,0
E-60,A,37.80608,-105.90836,2023,8/11/2023,4,0
C-1,A,37.76157,-106.2118,2023,8/11/2023,23,0
C-3,A,37.76156,-106.1914,2023,8/11/2023,4,2
C-5,A,37.76211,-106.13142,2023,8/11/2023,10,1
C-7,A,37.76197,-106.10181,2023,8/11/2023,1,5
C-9,A,37.76196,-106.05859,2023,8/11/2023,3,1
C-11,A,37.7637,-106.01477,2023,8/11/2023,1,1
C-13,A,37.74855,-105.92827,2023,8/11/2023,0,0
Hooper,A,37.75014,-105.89846,2023,8/11/2023,3,3
RS-1,A,37.70577,-106.14674,2023,8/11/2023,3,2
8-1,A,37.68887,-106.22063,2023,8/11/2023,0,2
8-3,A,37.69127,-106.18399,2023,8/11/2023,1,0
8-5,A,37.69142,-106.15042,2023,8/11/2023,2,1
8-7,A,37.69646,-106.08312,2023,8/11/2023,2,0
8-9,A,37.68874,-106.07336,2023,8/11/2023,2,0
8-11,A,37.68908,-106.03678,2023,8/11/2023,2,0
8-13,A,37.68901,-106.00354,2023,8/11/2023,3,2
8-15,A,37.69235,-105.9264,2023,8/11/2023,0,0
MV-2,A,37.64865,-106.21451,2023,8/11/2023,0,0
MV-4,A,37.63146,-106.17496,2023,8/11/2023,18,0
MV-6,A,37.61977,-106.15104,2023,8/11/2023,2,0
MV-8,A,37.61935,-106.11392,2023,8/11/2023,3,0
MV-10,A,37.61612,-106.07407,2023,8/11/2023,8,1
MV-12,A,37.61647,-106.04654,2023,8/11/2023,2,6
MV-14,A,37.60534,-106.01899,2023,8/11/2023,1,5
MV-16,A,37.63171,-105.93048,2023,8/11/2023,0,0
Mosca,A,37.64902,-105.88987,2023,8/11/2023,2,4
C-0,A,37.76421,-106.23275,2023,8/11/2023,2,1
8-0 S,A,37.68949,-106.26061,2023,8/11/2023,54,10
MV-0,A,37.64498,-106.24933,2023,8/11/2023,0,0
E-51,A,37.80719,-106.07557,2023,8/18/2023,6,0
E-54,A,37.80713,-106.0193,2023,8/18/2023,0,0
E-60,A,37.80608,-105.90836,2023,8/18/2023,1,0
C-1,A,37.76157,-106.2118,2023,8/18/2023,24,2
C-3,A,37.76156,-106.1914,2023,8/18/2023,33,1
C-5,A,37.76211,-106.13142,2023,8/18/2023,1,3
C-7,A,37.76197,-106.10181,2023,8/18/2023,4,2
C-9,A,37.76196,-106.05859,2023,8/18/2023,2,0
C-11,A,37.7637,-106.01477,2023,8/18/2023,0,0
C-13,A,37.74855,-105.92827,2023,8/18/2023,20,0
Hooper,A,37.75014,-105.89846,2023,8/18/2023,16,3
RS-1,A,37.70577,-106.14674,2023,8/18/2023,3,3
8-1,A,37.68887,-106.22063,2023,8/18/2023,2,0
8-3,A,37.69127,-106.18399,2023,8/18/2023,2,1
8-5,A,37.69142,-106.15042,2023,8/18/2023,5,1
8-7,A,37.69646,-106.08312,2023,8/18/2023,2,2
8-9,A,37.68874,-106.07336,2023,8/18/2023,13,0
8-11,A,37.68908,-106.03678,2023,8/18/2023,4,0
8-13,A,37.68901,-106.00354,2023,8/18/2023,13,1
8-15,A,37.69235,-105.9264,2023,8/18/2023,17,1
MV-2,A,37.64865,-106.21451,2023,8/18/2023,0,0
MV-4,A,37.63146,-106.17496,2023,8/18/2023,7,0
MV-6,A,37.61977,-106.15104,2023,8/18/2023,27,2
MV-8,A,37.61935,-106.11392,2023,8/18/2023,4,1
MV-10,A,37.61612,-106.07407,2023,8/18/2023,21,2
MV-12,A,37.61647,-106.04654,2023,8/18/2023,33,3
MV-14,A,37.60534,-106.01899,2023,8/18/2023,4,2
MV-16,A,37.63171,-105.93048,2023,8/18/2023,25,2
Mosca,A,37.64902,-105.88987,2023,8/18/2023,7,0
C-0,A,37.76421,-106.23275,2023,8/18/2023,0,0
8-0 S,A,37.68949,-106.26061,2023,8/18/2023,5,1
MV-0,A,37.64498,-106.24933,2023,8/18/2023,0,0
E-51,A,37.80719,-106.07557,2023,8/25/2023,3,0
E-54,A,37.80713,-106.0193,2023,8/25/2023,2,0
E-60,A,37.80608,-105.90836,2023,8/25/2023,4,4
C-1,A,37.76157,-106.2118,2023,8/25/2023,15,0
C-3,A,37.76156,-106.1914,2023,8/25/2023,13,0
C-5,A,37.76211,-106.13142,2023,8/25/2023,0,0
C-7,A,37.76197,-106.10181,2023,8/25/2023,6,1
C-9,A,37.76196,-106.05859,2023,8/25/2023,10,0
C-11,A,37.7637,-106.01477,2023,8/25/2023,10,1
C-13,A,37.74855,-105.92827,2023,8/25/2023,17,1
Hooper,A,37.75014,-105.89846,2023,8/25/2023,31,0
RS-1,A,37.70577,-106.14674,2023,8/25/2023,3,4
8-1,A,37.68887,-106.22063,2023,8/25/2023,3,1
8-3,A,37.69127,-106.18399,2023,8/25/2023,1,0
8-5,A,37.69142,-106.15042,2023,8/25/2023,5,8
8-7,A,37.69646,-106.08312,2023,8/25/2023,4,4
8-9,A,37.68874,-106.07336,2023,8/25/2023,9,0
8-11,A,37.68908,-106.03678,2023,8/25/2023,1,1
8-13,A,37.68901,-106.00354,2023,8/25/2023,12,1
8-15,A,37.69235,-105.9264,2023,8/25/2023,16,2
MV-2,A,37.64865,-106.21451,2023,8/25/2023,6,0
MV-4,A,37.63146,-106.17496,2023,8/25/2023,6,0
MV-6,A,37.61977,-106.15104,2023,8/25/2023,2,1
MV-8,A,37.61935,-106.11392,2023,8/25/2023,19,0
MV-10,A,37.61612,-106.07407,2023,8/25/2023,10,2
MV-12,A,37.61647,-106.04654,2023,8/25/2023,27,1
MV-14,A,37.60534,-106.01899,2023,8/25/2023,0,0
MV-16,A,37.63171,-105.93048,2023,8/25/2023,4,0
Mosca,A,37.64902,-105.88987,2023,8/25/2023,3,1
C-0,A,37.76421,-106.23275,2023,8/25/2023,4,1
8-0 S,A,37.68949,-106.26061,2023,8/25/2023,8,3
MV-0,A,37.64498,-106.24933,2023,8/25/2023,0,0
E-51,A,37.80719,-106.07557,2023,9/1/2023,26,0
E-54,A,37.80713,-106.0193,2023,9/1/2023,34,1
E-60,A,37.80608,-105.90836,2023,9/1/2023,12,0
C-1,A,37.76157,-106.2118,2023,9/1/2023,5,1
C-3,A,37.76156,-106.1914,2023,9/1/2023,19,0
C-5,A,37.76211,-106.13142,2023,9/1/2023,35,0
C-7,A,37.76197,-106.10181,2023,9/1/2023,3,3
C-9,A,37.76196,-106.05859,2023,9/1/2023,10,1
C-11,A,37.7637,-106.01477,2023,9/1/2023,8,1
C-13,A,37.74855,-105.92827,2023,9/1/2023,22,0
Hooper,A,37.75014,-105.89846,2023,9/1/2023,40,0
RS-1,A,37.70577,-106.14674,2023,9/1/2023,4,1
8-1,A,37.68887,-106.22063,2023,9/1/2023,12,0
8-3,A,37.69127,-106.18399,2023,9/1/2023,8,0
8-5,A,37.69142,-106.15042,2023,9/1/2023,12,3
8-7,A,37.69646,-106.08312,2023,9/1/2023,7,0
8-9,A,37.68874,-106.07336,2023,9/1/2023,20,0
8-11,A,37.68908,-106.03678,2023,9/1/2023,0,0
8-13,A,37.68901,-106.00354,2023,9/1/2023,45,0
8-15,A,37.69235,-105.9264,2023,9/1/2023,10,0
MV-2,A,37.64865,-106.21451,2023,9/1/2023,6,2
MV-4,A,37.63146,-106.17496,2023,9/1/2023,4,0
MV-6,A,37.61977,-106.15104,2023,9/1/2023,11,0
MV-8,A,37.61935,-106.11392,2023,9/1/2023,34,0
MV-10,A,37.61612,-106.07407,2023,9/1/2023,11,0
MV-12,A,37.61647,-106.04654,2023,9/1/2023,48,0
MV-14,A,37.60534,-106.01899,2023,9/1/2023,17,0
MV-16,A,37.63171,-105.93048,2023,9/1/2023,7,0
Mosca,A,37.64902,-105.88987,2023,9/1/2023,14,0
C-0,A,37.76421,-106.23275,2023,9/1/2023,7,0
8-0 S,A,37.68949,-106.26061,2023,9/1/2023,5,1
MV-0,A,37.64498,-106.24933,2023,9/1/2023,0,0
E-51,A,37.80719,-106.07557,2023,9/8/2023,11,1
E-54,A,37.80713,-106.0193,2023,9/8/2023,17,0
E-60,A,37.80608,-105.90836,2023,9/8/2023,7,0
C-1,A,37.76157,-106.2118,2023,9/8/2023,4,0
C-3,A,37.76156,-106.1914,2023,9/8/2023,12,0
C-5,A,37.76211,-106.13142,2023,9/8/2023,14,0
C-7,A,37.76197,-106.10181,2023,9/8/2023,8,0
C-9,A,37.76196,-106.05859,2023,9/8/2023,16,0
C-11,A,37.7637,-106.01477,2023,9/8/2023,16,0
C-13,A,37.74855,-105.92827,2023,9/8/2023,25,1
Hooper,A,37.75014,-105.89846,2023,9/8/2023,30,0
RS-1,A,37.70577,-106.14674,2023,9/8/2023,1,5
8-1,A,37.68887,-106.22063,2023,9/8/2023,7,1
8-3,A,37.69127,-106.18399,2023,9/8/2023,12,0
8-5,A,37.69142,-106.15042,2023,9/8/2023,6,0
8-7,A,37.69646,-106.08312,2023,9/8/2023,7,0
8-9,A,37.68874,-106.07336,2023,9/8/2023,11,1
8-11,A,37.68908,-106.03678,2023,9/8/2023,10,0
8-13,A,37.68901,-106.00354,2023,9/8/2023,43,0
8-15,A,37.69235,-105.9264,2023,9/8/2023,16,0
MV-2,A,37.64865,-106.21451,2023,9/8/2023,3,0
MV-4,A,37.63146,-106.17496,2023,9/8/2023,0,0
MV-6,A,37.61977,-106.15104,2023,9/8/2023,9,0
MV-8,A,37.61935,-106.11392,2023,9/8/2023,17,0
MV-10,A,37.61612,-106.07407,2023,9/8/2023,15,0
MV-12,A,37.61647,-106.04654,2023,9/8/2023,20,0
MV-14,A,37.60534,-106.01899,2023,9/8/2023,2,0
MV-16,A,37.63171,-105.93048,2023,9/8/2023,24,0
Mosca,A,37.64902,-105.88987,2023,9/8/2023,13,0
C-0,A,37.76421,-106.23275,2023,9/8/2023,4,0
8-0 S,A,37.68949,-106.26061,2023,9/8/2023,6,0
MV-0,A,37.64498,-106.24933,2023,9/8/2023,0,0
E-51,A,37.80719,-106.07557,2022,6/24/2022,0,0
E-54,A,37.80713,-106.0193,2022,6/24/2022,0,0
E-60,A,37.80608,-105.90836,2022,6/24/2022,0,0
C-1,A,37.76157,-106.2118,2022,6/24/2022,0,0
C-3,A,37.76156,-106.1914,2022,6/24/2022,0,1
C-5,A,37.76211,-106.13142,2022,6/24/2022,0,0
C-7,A,37.76197,-106.10181,2022,6/24/2022,0,0
C-9,A,37.76196,-106.05859,2022,6/24/2022,0,0
C-11,A,37.7637,-106.01477,2022,6/24/2022,0,0
C-13,A,37.74855,-105.92827,2022,6/24/2022,0,0
Hooper,A,37.75014,-105.89846,2022,6/24/2022,0,0
RS-1,A,37.70577,-106.14674,2022,6/24/2022,0,0
8-1,A,37.68887,-106.22063,2022,6/24/2022,0,0
8-3,A,37.69127,-106.18399,2022,6/24/2022,0,0
8-5,A,37.69142,-106.15042,2022,6/24/2022,0,0
8-7,A,37.69646,-106.08312,2022,6/24/2022,0,0
8-9,A,37.68874,-106.07336,2022,6/24/2022,0,0
8-11,A,37.68908,-106.03678,2022,6/24/2022,0,0
8-13,A,37.68901,-106.00354,2022,6/24/2022,0,0
8-15,A,37.69235,-105.9264,2022,6/24/2022,0,1
MV-2,A,37.64865,-106.21451,2022,6/24/2022,0,0
MV-4,A,37.63146,-106.17496,2022,6/24/2022,0,0
MV-6,A,37.61977,-106.15104,2022,6/24/2022,0,0
MV-8,A,37.61935,-106.11392,2022,6/24/2022,0,0
MV-10,A,37.61612,-106.07407,2022,6/24/2022,0,0
MV-12,A,37.61647,-106.04654,2022,6/24/2022,0,6
MV-14,A,37.60534,-106.01899,2022,6/24/2022,0,0
MV-16,A,37.63171,-105.93048,2022,6/24/2022,0,0
Mosca,A,37.64902,-105.88987,2022,6/24/2022,0,1
W-2,A,37.37026,-106.04102,2022,6/24/2022,0,0
W-4,A,37.32891,-106.03709,2022,6/24/2022,0,0
C-0,A,37.76421,-106.23275,2022,6/24/2022,0,0
8-0 N,A,37.70279,-106.26196,2022,6/24/2022,0,0
8-0 S,A,37.68949,-106.26061,2022,6/24/2022,0,0
MV-0,A,37.64498,-106.24933,2022,6/24/2022,0,0
E-51,A,37.80719,-106.07557,2022,7/2/2022,0,0
E-54,A,37.80713,-106.0193,2022,7/2/2022,0,0
E-60,A,37.80608,-105.90836,2022,7/2/2022,0,0
C-1,A,37.76157,-106.2118,2022,7/2/2022,0,0
C-3,A,37.76156,-106.1914,2022,7/2/2022,0,1
C-5,A,37.76211,-106.13142,2022,7/2/2022,0,0
C-7,A,37.76197,-106.10181,2022,7/2/2022,0,0
C-9,A,37.76196,-106.05859,2022,7/2/2022,0,0
C-11,A,37.7637,-106.01477,2022,7/2/2022,0,0
C-13,A,37.74855,-105.92827,2022,7/2/2022,0,0
Hooper,A,37.75014,-105.89846,2022,7/2/2022,0,1
RS-1,A,37.70577,-106.14674,2022,7/2/2022,0,0
8-1,A,37.68887,-106.22063,2022,7/2/2022,0,0
8-3,A,37.69127,-106.18399,2022,7/2/2022,0,0
8-5,A,37.69142,-106.15042,2022,7/2/2022,1,1
8-7,A,37.69646,-106.08312,2022,7/2/2022,0,1
8-9,A,37.68874,-106.07336,2022,7/2/2022,0,0
8-11,A,37.68908,-106.03678,2022,7/2/2022,0,0
8-13,A,37.68901,-106.00354,2022,7/2/2022,0,1
8-15,A,37.69235,-105.9264,2022,7/2/2022,0,1
MV-2,A,37.64865,-106.21451,2022,7/2/2022,0,0
MV-4,A,37.63146,-106.17496,2022,7/2/2022,0,0
MV-6,A,37.61977,-106.15104,2022,7/2/2022,1,0
MV-8,A,37.61935,-106.11392,2022,7/2/2022,2,1
MV-10,A,37.61612,-106.07407,2022,7/2/2022,1,0
MV-12,A,37.61647,-106.04654,2022,7/2/2022,0,0
MV-14,A,37.60534,-106.01899,2022,7/2/2022,0,1
MV-16,A,37.63171,-105.93048,2022,7/2/2022,1,0
Mosca,A,37.64902,-105.88987,2022,7/2/2022,0,2
W-2,A,37.37026,-106.04102,2022,7/2/2022,0,0
W-4,A,37.32891,-106.03709,2022,7/2/2022,0,0
C-0,A,37.76421,-106.23275,2022,7/2/2022,1,0
8-0 N,A,37.70279,-106.26196,2022,7/2/2022,0,0
8-0 S,A,37.68949,-106.26061,2022,7/2/2022,0,0
MV-0,A,37.64498,-106.24933,2022,7/2/2022,0,0
E-51,A,37.80719,-106.07557,2022,7/8/2022,0,0
E-54,A,37.80713,-106.0193,2022,7/8/2022,0,0
E-60,A,37.80608,-105.90836,2022,7/8/2022,0,0
C-1,A,37.76157,-106.2118,2022,7/8/2022,0,0
C-3,A,37.76156,-106.1914,2022,7/8/2022,0,0
C-5,A,37.76211,-106.13142,2022,7/8/2022,0,0
C-7,A,37.76197,-106.10181,2022,7/8/2022,0,0
C-9,A,37.76196,-106.05859,2022,7/8/2022,0,0
C-11,A,37.7637,-106.01477,2022,7/8/2022,0,0
C-13,A,37.74855,-105.92827,2022,7/8/2022,0,1
Hooper,A,37.75014,-105.89846,2022,7/8/2022,0,0
RS-1,A,37.70577,-106.14674,2022,7/8/2022,0,0
8-1,A,37.68887,-106.22063,2022,7/8/2022,0,0
8-3,A,37.69127,-106.18399,2022,7/8/2022,0,0
8-5,A,37.69142,-106.15042,2022,7/8/2022,0,1
8-7,A,37.69646,-106.08312,2022,7/8/2022,0,1
8-9,A,37.68874,-106.07336,2022,7/8/2022,0,1
8-11,A,37.68908,-106.03678,2022,7/8/2022,0,0
8-13,A,37.68901,-106.00354,2022,7/8/2022,0,2
8-15,A,37.69235,-105.9264,2022,7/8/2022,0,1
MV-2,A,37.64865,-106.21451,2022,7/8/2022,0,0
MV-4,A,37.63146,-106.17496,2022,7/8/2022,0,2
MV-6,A,37.61977,-106.15104,2022,7/8/2022,4,1
MV-8,A,37.61935,-106.11392,2022,7/8/2022,0,1
MV-10,A,37.61612,-106.07407,2022,7/8/2022,0,0
